date,temp_fahrenheit,wind_speed_mph,pressure,humidity(%),celcius
2024-09-25 01:00:00,76.35421752929688,2.106689929962158,29.696147918701172,94.86863708496094,24.641231960720486
2024-09-25 02:00:00,75.83161926269531,2.1516811847686768,29.677549362182617,95.5818862915039,24.350899590386284
2024-09-25 03:00:00,75.5477294921875,2.1404905319213867,29.661405563354492,96.14310455322266,24.19318305121528
2024-09-25 04:00:00,75.37627410888672,2.0940399169921875,29.650432586669922,96.4323959350586,24.097930060492622
2024-09-25 05:00:00,75.32522583007812,2.047243118286133,29.648462295532227,96.23078918457031,24.069569905598957
2024-09-25 06:00:00,75.20867156982422,2.040508270263672,29.65239715576172,96.07461547851562,24.004817538791233
2024-09-25 07:00:00,75.05415344238281,2.0533933639526367,29.66153335571289,96.31145477294922,23.91897413465712
2024-09-25 08:00:00,75.76654815673828,2.0249617099761963,29.67750358581543,95.75531005859375,24.314748975965713
2024-09-25 09:00:00,78.447021484375,2.3677074909210205,29.698944091796875,91.72483825683594,25.80390082465278
2024-09-25 10:00:00,81.48481750488281,3.5658035278320312,29.71202850341797,85.57954406738281,27.491565280490452
2024-09-25 11:00:00,84.01285552978516,4.812798976898193,29.70884895324707,79.54822540283203,28.896030849880642
2024-09-25 12:00:00,85.76070404052734,5.348381042480469,29.68922233581543,75.9743423461914,29.86705780029297
2024-09-25 13:00:00,86.57759094238281,5.561878681182861,29.663270950317383,74.85818481445312,30.32088385687934
2024-09-25 14:00:00,86.44815063476562,5.800022602081299,29.638221740722656,75.1927261352539,30.248972574869793
2024-09-25 15:00:00,85.80923461914062,5.908519268035889,29.617542266845703,76.06057739257812,29.894019232855904
2024-09-25 16:00:00,85.06368255615234,5.816959857940674,29.60426902770996,76.99124908447266,29.479823642306858
2024-09-25 17:00:00,84.18180847167969,5.289429187774658,29.6015625,78.3578872680664,28.989893595377605
2024-09-25 18:00:00,82.97712707519531,4.345825672149658,29.609052658081055,80.86161041259766,28.320626152886284
2024-09-25 19:00:00,81.63948822021484,3.4004597663879395,29.625038146972656,84.36018371582031,27.57749345567491
2024-09-25 20:00:00,80.42678833007812,2.8179073333740234,29.643997192382812,87.77793884277344,26.903771294487846
2024-09-25 21:00:00,79.52242279052734,2.5128040313720703,29.66245460510254,90.1573257446289,26.40134599473741
2024-09-25 22:00:00,78.83028411865234,2.2358546257019043,29.680225372314453,91.65377807617188,26.01682451036241
2024-09-25 23:00:00,78.31059265136719,2.077705144882202,29.68906593322754,92.48527526855469,25.728107028537327
2024-09-26 00:00:00,77.86310577392578,2.0198326110839844,29.686370849609375,93.22351837158203,25.479503207736546
2024-09-26 01:00:00,77.47415161132812,1.959416389465332,29.675153732299805,94.08653259277344,25.263417561848957
2024-09-26 02:00:00,77.12333679199219,1.9101554155349731,29.659805297851562,94.83697509765625,25.06852043999566
2024-09-26 03:00:00,76.76710510253906,1.8405191898345947,29.64557456970215,95.57381439208984,24.870613945855034
2024-09-26 04:00:00,76.44857788085938,1.8170037269592285,29.635950088500977,96.16426086425781,24.693654378255207
2024-09-26 05:00:00,76.23819732666016,1.8763664960861206,29.635330200195312,96.41144561767578,24.576776292588974
2024-09-26 06:00:00,76.03365325927734,1.9767909049987793,29.64094352722168,96.58805847167969,24.463140699598526
2024-09-26 07:00:00,75.89146423339844,2.062631607055664,29.651933670043945,96.82928466796875,24.384146796332466
2024-09-26 08:00:00,76.88973999023438,2.0856735706329346,29.667415618896484,95.44831085205078,24.938744439019096
2024-09-26 09:00:00,79.58372497558594,2.506392002105713,29.685270309448242,91.1236801147461,26.43540276421441
2024-09-26 10:00:00,82.27732849121094,3.694568157196045,29.69377899169922,85.41869354248047,27.931849161783855
2024-09-26 11:00:00,84.51393127441406,4.733454704284668,29.68848991394043,80.12320709228516,29.17440626356337
2024-09-26 12:00:00,86.22896575927734,5.319815158843994,29.67178726196289,76.41049194335938,30.127203199598526
2024-09-26 13:00:00,86.99462127685547,5.755435943603516,29.649839401245117,74.83674621582031,30.552567376030815
2024-09-26 14:00:00,86.94532012939453,6.021294593811035,29.627391815185547,74.56639099121094,30.525177849663628
2024-09-26 15:00:00,86.47039794921875,6.043047904968262,29.606456756591797,74.9873046875,30.261332194010418
2024-09-26 16:00:00,85.80244445800781,5.821533203125,29.592580795288086,75.70113372802734,29.890246921115452
2024-09-26 17:00:00,84.9208755493164,5.221177577972412,29.589479446411133,77.10736083984375,29.400486416286892
2024-09-26 18:00:00,83.705078125,4.228580951690674,29.597686767578125,79.64201354980469,28.72504340277778
2024-09-26 19:00:00,82.37581634521484,3.326265811920166,29.615009307861328,83.13680267333984,27.98656463623047
2024-09-26 20:00:00,81.13687896728516,2.7550292015075684,29.6346435546875,86.7298812866211,27.2982660929362
2024-09-26 21:00:00,80.22955322265625,2.468047618865967,29.65208625793457,89.36780548095703,26.79419623480903
2024-09-26 22:00:00,79.52581024169922,2.192730188369751,29.66870880126953,91.21406555175781,26.403227912055122
2024-09-26 23:00:00,78.95826721191406,2.0476601123809814,29.676727294921875,92.38272857666016,26.087926228841145
2024-09-27 00:00:00,78.47369384765625,1.9640318155288696,29.67474937438965,93.2723617553711,25.81871880425347
2024-09-27 01:00:00,78.07664489746094,1.9000093936920166,29.664457321166992,94.18950653076172,25.598136054144966
2024-09-27 02:00:00,77.7093505859375,1.8574544191360474,29.650146484375,94.96401977539062,25.394083658854168
2024-09-27 03:00:00,77.32868194580078,1.8014509677886963,29.636516571044922,95.69642639160156,25.182601081000435
2024-09-27 04:00:00,76.9815673828125,1.7894943952560425,29.6269588470459,96.25070190429688,24.989759657118057
2024-09-27 05:00:00,76.74272918701172,1.8579552173614502,29.625871658325195,96.52732849121094,24.857071770562065
2024-09-27 06:00:00,76.52435302734375,1.9729328155517578,29.6313533782959,96.71541595458984,24.73575168185764
2024-09-27 07:00:00,76.407958984375,2.072843313217163,29.64176368713379,96.88591766357422,24.67108832465278
2024-09-27 08:00:00,77.34992980957031,2.0858871936798096,29.656082153320312,95.48306274414062,25.194405449761284
2024-09-27 09:00:00,80.02869415283203,2.527977705001831,29.67319679260254,90.93318176269531,26.682607862684463
2024-09-27 10:00:00,82.69495391845703,3.6927409172058105,29.681543350219727,85.11323547363281,28.163863288031685
2024-09-27 11:00:00,84.94741821289062,4.681663990020752,29.676578521728516,79.81877136230469,29.415232340494793
2024-09-27 12:00:00,86.61011505126953,5.29644775390625,29.660037994384766,76.1573715209961,30.33895280626085
2024-09-27 13:00:00,87.29901885986328,5.734119892120361,29.63921546936035,74.53412628173828,30.72167714436849
2024-09-27 14:00:00,87.2401123046875,5.956544876098633,29.617002487182617,74.22903442382812,30.688951280381943
2024-09-27 15:00:00,86.78865051269531,5.94711971282959,29.59539794921875,74.61466217041016,30.43813917371962
2024-09-27 16:00:00,86.10883331298828,5.702718734741211,29.580827713012695,75.41735076904297,30.060462951660156
2024-09-27 17:00:00,85.20989227294922,5.098392009735107,29.577322006225586,76.86651611328125,29.561051262749565
